stock,p_e_ratio,p_b_ratio,p_s_ratio,ev_ebitda,ev_gp,p_e_ratio_percentile,p_b_ratio_percentile,p_s_ratio_percentile,ev_ebitda_percentile,ev_gp_percentile,rv_score
GRAPHITE.NS,21.928701,1.6034435,3.586554,30.748,4.957215676660804,0.22627737226277372,0.07542579075425791,0.45012165450121655,0.6301703163017032,0.18491484184914841,0.31338199513382
GMDCLTD.NS,13.021479,1.4006336,3.0819013,12.588,3.547421713072956,0.08029197080291971,0.04866180048661801,0.41119221411192214,0.2116788321167883,0.0948905109489051,0.16934306569343066
GNFC.NS,14.025399,0.8633623,0.9099277,7.73,3.0080660077773502,0.09732360097323602,0.019464720194647202,0.0827250608272506,0.0851581508515815,0.06569343065693431,0.07007299270072993
GSFC.NS,13.109971,0.5305602,0.74785495,7.648,2.158839583650777,0.0827250608272506,0.0072992700729927005,0.051094890510948905,0.08029197080291971,0.0267639902676399,0.049635036496350364
GUJGASLTD.NS,21.506773,3.4286404,1.6541818,12.838,7.625850974767271,0.21897810218978103,0.291970802919708,0.17761557177615572,0.23114355231143552,0.36009732360097324,0.2559610705596107
GPPL.NS,19.131035,2.8942864,6.7560434,10.12,8.296107873840208,0.17761557177615572,0.24330900243309003,0.6934306569343066,0.1435523114355231,0.40145985401459855,0.33187347931873484
HBLENGINE.NS,45.231525,10.315381,6.706608,32.388,16.208422948651794,0.5888077858880778,0.7445255474452555,0.6909975669099757,0.656934306569343,0.732360097323601,0.6827250608272506
HDFCAMC.NS,35.46024,12.283113,21.494055,26.504,23.868893679971,0.43309002433090027,0.8321167883211679,0.9683698296836983,0.5352798053527981,0.9051094890510949,0.734793187347932
HCLTECH.NS,22.62329,472.45847,279.86313,1376.128,798.7931937342329,0.23357664233576642,0.9975669099756691,0.9951338199513382,0.9975669099756691,0.9975669099756691,0.8442822384428224
HEG.NS,41.31419,2.0626485,4.2325377,31.862,7.99262283948971,0.5352798053527981,0.1386861313868613,0.5255474452554745,0.6496350364963503,0.3771289537712895,0.4452554744525547
GSPL.NS,11.977273,1.4621536,0.92888385,5.429,3.553638745624849,0.0681265206812652,0.05596107055961071,0.08759124087591241,0.0364963503649635,0.09732360097323602,0.06909975669099758
HFCL.NS,31.043139,2.7363546,2.4879766,19.1,9.134744917293595,0.35279805352798055,0.22141119221411193,0.3236009732360097,0.3722627737226277,0.45498783454987834,0.34501216545012164
HDFCLIFE.NS,84.754,9.370367,1.4676714,112.818,18.29773490961245,0.8832116788321168,0.7177615571776156,0.15571776155717762,0.975669099756691,0.8029197080291971,0.7070559610705597
HINDALCO.NS,9.616125,1.1575857,0.5801198,6.006,2.387814681079496,0.04866180048661801,0.0340632603406326,0.0413625304136253,0.0535279805352798,0.0413625304136253,0.043795620437956206
HEROMOTOCO.NS,17.636398,3.8493338,1.803981,11.707,4.881116928396315,0.15571776155717762,0.3381995133819951,0.21654501216545013,0.1922141119221411,0.17761557177615572,0.21605839416058395
HSCL.NS,41.491394,6.2836623,4.6317115,26.912,15.542882910633296,0.5401459854014599,0.5450121654501217,0.5571776155717761,0.5498783454987834,0.6982968369829684,0.5781021897810219
HINDCOPPER.NS,49.216866,8.20314,10.368626,27.081,10.112595592588104,0.656934306569343,0.6763990267639902,0.8710462287104623,0.5571776155717761,0.49635036496350365,0.6515815085158151
HAVELLS.NS,65.797134,11.814301,4.455732,46.965,13.202796553484491,0.8029197080291971,0.8199513381995134,0.5474452554744526,0.8613138686131386,0.6228710462287105,0.7309002433090025
HAL.NS,32.573383,9.085123,8.845608,29.034,13.384941120855489,0.38686131386861317,0.708029197080292,0.8077858880778589,0.6058394160583942,0.6277372262773723,0.6272506082725061
HINDPETRO.NS,12.640212,1.6625916,0.17447782,8.723,4.209241946932144,0.07542579075425791,0.08759124087591241,0.0072992700729927005,0.09732360097323602,0.12165450121654502,0.07785888077858881
HINDUNILVR.NS,49.018345,10.383936,8.416355,36.392,16.024544983237696,0.6520681265206812,0.7469586374695864,0.7737226277372263,0.7493917274939172,0.7250608272506083,0.7294403892944039
HONASA.NS,97.17427,6.7822185,3.8083038,183.078,5.064598310572864,0.9099756690997567,0.5766423357664233,0.4793187347931874,0.9805352798053528,0.19464720194647203,0.6282238442822384
HINDZINC.NS,19.231981,23.662918,5.6930842,11.424,8.261660217832693,0.18004866180048662,0.9440389294403893,0.6009732360097324,0.18248175182481752,0.39902676399026765,0.46131386861313867
POWERINDIA.NS,163.93953,36.616024,8.718101,98.605,23.15867036399808,0.9610705596107056,0.9781021897810219,0.7956204379562044,0.9732360097323601,0.8856447688564477,0.9187347931873479
HONAUT.NS,55.865513,7.883264,7.3970737,46.451,16.76402647983516,0.7274939172749392,0.6520681265206812,0.732360097323601,0.8540145985401459,0.7469586374695864,0.7425790754257908
ICICIGI.NS,36.228714,6.25669,3.8944337,26.821,14.916182289962151,0.45742092457420924,0.5425790754257908,0.49148418491484186,0.5450121654501217,0.6666666666666666,0.540632603406326
ICICIPRULI.NS,82.611275,6.9129057,1.0332035,57.464,13.059618277666726,0.8759124087591241,0.5936739659367397,0.09732360097323602,0.9197080291970803,0.6131386861313869,0.6199513381995134
INOXINDIA.NS,43.67038,11.859774,7.3483915,34.357,12.631077368592504,0.5644768856447688,0.8223844282238443,0.7250608272506083,0.7055961070559611,0.5961070559610706,0.6827250608272506
IRB.NS,4.2581854,1.9188938,3.6528676,12.447,10.29174862571874,0.004866180048661801,0.11192214111922141,0.45742092457420924,0.20924574209245742,0.5085158150851582,0.2583941605839416
IRCON.NS,19.013563,2.3472106,1.3242385,17.788,11.418648269124006,0.17518248175182483,0.170316301703163,0.1362530413625304,0.34793187347931875,0.5498783454987834,0.2759124087591241
ITC.NS,25.447205,6.811532,6.6980386,18.635,11.06979681787085,0.2725060827250608,0.5790754257907542,0.6885644768856448,0.36496350364963503,0.5352798053527981,0.4880778588807786
INDGN.NS,34.60748,5.6204276,4.821053,23.635,4.40959027854743,0.41605839416058393,0.48175182481751827,0.583941605839416,0.4720194647201946,0.145985401459854,0.41995133819951336
INDHOTEL.NS,62.891422,11.220522,14.247307,43.653,22.80975414434767,0.7737226277372263,0.8004866180048662,0.9294403892944039,0.8394160583941606,0.8807785888077859,0.8447688564476886
IOC.NS,16.857513,1.0140252,0.24133499,9.453,3.625978492721477,0.1386861313868613,0.029197080291970802,0.012165450121654502,0.1192214111922141,0.10218978102189781,0.0802919708029197
IRCTC.NS,46.070965,16.207443,12.506339,36.558,31.65746244243244,0.6034063260340633,0.9148418491484185,0.9002433090024331,0.7518248175182481,0.9562043795620438,0.8253041362530414
IEX.NS,38.893246,15.176401,25.127115,27.504,23.392204089211127,0.48175182481751827,0.8953771289537713,0.9781021897810219,0.5717761557177615,0.8929440389294404,0.7639902676399027
INDIACEM.NS,1.8335205,1.5489452,2.0013216,-29.599,7.117066155236382,0.0024330900243309003,0.0681265206812652,0.25790754257907544,0.0170316301703163,0.3381995133819951,0.13673965936739657
INDIAMART.NS,26.525055,6.608228,9.213937,20.717,13.375512085116457,0.2944038929440389,0.5644768856447688,0.8369829683698297,0.4209245742092457,0.6253041362530414,0.548418491484185
IGL.NS,16.341583,2.6231377,1.908305,12.78,7.07785734924209,0.12408759124087591,0.2116788321167883,0.2360097323600973,0.22871046228710462,0.3309002433090024,0.22627737226277372
INDUSTOWER.NS,9.644195,2.9380364,3.2131138,6.341,7.113479829049688,0.051094890510948905,0.25304136253041365,0.4282238442822384,0.06326034063260341,0.3357664233576642,0.22627737226277372
INOXWIND.NS,65.468094,7.5449953,7.145236,41.754,23.17473346482292,0.8004866180048662,0.6399026763990268,0.7201946472019465,0.8175182481751825,0.8880778588807786,0.7732360097323601
INFY.NS,21.45824,583.46063,324.40945,1362.254,1060.7601217594945,0.21654501216545013,1.0,0.9975669099756691,0.9951338199513382,1.0,0.8418491484184916
INTELLECT.NS,35.585445,3.592977,3.9107063,26.764,9.948551385616218,0.43795620437956206,0.31630170316301703,0.49391727493917276,0.5425790754257908,0.48661800486618007,0.4554744525547445
INDIGO.NS,32.36164,51.80387,2.576398,21.38,8.990367002179612,0.3795620437956204,0.9927007299270073,0.3357664233576642,0.4257907542579075,0.44282238442822386,0.5153284671532847
NAUKRI.NS,149.24405,1.9779203,30.013367,87.722,54.54603955035005,0.9513381995133819,0.12165450121654502,0.9854014598540146,0.9586374695863747,0.9854014598540146,0.8004866180048662
IPCALAB.NS,48.788353,5.2953153,4.0703588,23.387,6.5307787567749775,0.6496350364963503,0.45742092457420924,0.5085158150851582,0.46472019464720193,0.2895377128953771,0.47396593673965937
JBCHEPHARM.NS,38.024612,7.3944154,6.215913,23.758,9.36546658336903,0.4768856447688564,0.6326034063260341,0.6472019464720195,0.4793187347931874,0.46228710462287104,0.5396593673965937
JKCEMENT.NS,53.190556,6.9301157,3.357151,23.404,6.153591341259659,0.6885644768856448,0.5985401459854015,0.44038929440389296,0.46715328467153283,0.27007299270072993,0.49294403892944044
JBMA.NS,75.16729,11.638749,2.7068267,25.006,10.38640836865517,0.8540145985401459,0.8175182481751825,0.35766423357664234,0.5145985401459854,0.51338199513382,0.6114355231143553
JKLAKSHMI.NS,34.122845,2.8628826,1.5331758,14.191,3.487510098673752,0.39902676399026765,0.2384428223844282,0.1678832116788321,0.26034063260340634,0.09002433090024331,0.23114355231143552
JSWENERGY.NS,46.078255,3.1526062,7.812626,21.844,17.51461347888792,0.6058394160583942,0.2798053527980535,0.7420924574209246,0.43795620437956206,0.7712895377128953,0.5673965936739659
JKTYRE.NS,13.510432,1.621724,0.5219997,7.276,2.179117910805013,0.09002433090024331,0.0827250608272506,0.0340632603406326,0.0681265206812652,0.029197080291970802,0.06082725060827251
JSWSTEEL.NS,74.610535,3.078993,1.443268,14.789,5.046168858657257,0.8491484184914841,0.27007299270072993,0.14841849148418493,0.27007299270072993,0.1922141119221411,0.345985401459854
JSWINFRA.NS,48.529873,7.486962,14.886999,31.0,26.651428463215503,0.6326034063260341,0.6374695863746959,0.9416058394160584,0.6399026763990268,0.9245742092457421,0.7552311435523114
JSL.NS,18.829353,2.9397347,1.177894,11.21,4.2399614016715255,0.17274939172749393,0.25547445255474455,0.11192214111922141,0.17761557177615572,0.12652068126520682,0.16885644768856448
JINDALSAW.NS,8.561352,1.5222845,0.78396386,5.888,2.290559192537537,0.0340632603406326,0.06326034063260341,0.058394160583941604,0.051094890510948905,0.031630170316301706,0.047688564476885645
JUBLINGREA.NS,48.770115,3.5758028,2.3953922,23.343,5.121503904296145,0.6447688564476886,0.31386861313868614,0.29927007299270075,0.46228710462287104,0.20194647201946472,0.38442822384428227
JINDALSTEL.NS,15.2676,1.8208494,1.7178651,10.54,3.779579960345086,0.10948905109489052,0.0948905109489051,0.1873479318734793,0.15328467153284672,0.10948905109489052,0.13090024330900243
JPPOWER.NS,10.342658,1.5700637,1.8008837,9.112,7.952290295008834,0.0535279805352798,0.0705596107055961,0.2141119221411192,0.11435523114355231,0.3746958637469586,0.1654501216545012
JUBLFOOD.NS,116.36986,20.452015,5.870835,46.963,12.091938236959708,0.9318734793187348,0.9391727493917275,0.6155717761557178,0.8588807785888077,0.5717761557177615,0.7834549878345499
JUBLPHARMA.NS,23.530006,2.4852762,2.083469,16.728,3.604416229009813,0.24574209245742093,0.1897810218978102,0.26763990267639903,0.30656934306569344,0.09975669099756691,0.2218978102189781
JWL.NS,40.17429,6.1080837,3.880747,27.092,15.790625732072792,0.5158150851581509,0.5304136253041363,0.48905109489051096,0.559610705596107,0.7031630170316302,0.559610705596107
JYOTHYLAB.NS,32.679806,6.456071,4.2917,24.389,8.311997796339888,0.38929440389294406,0.5547445255474452,0.5328467153284672,0.49635036496350365,0.40389294403892945,0.4754257907542579
JYOTICNC.NS,75.75926,15.598072,13.745602,53.096,27.543842746961577,0.8588807785888077,0.9075425790754258,0.9221411192214112,0.902676399026764,0.9343065693430657,0.9051094890510949
JUSTDIAL.NS,12.870022,1.6167089,6.2255726,7.43,5.09895322726242,0.07785888077858881,0.08029197080291971,0.6520681265206812,0.07542579075425791,0.19951338199513383,0.2170316301703163
KPRMILL.NS,39.684647,6.9806147,5.1762285,25.399,13.842381378235787,0.5085158150851582,0.6058394160583942,0.5912408759124088,0.5231143552311436,0.6399026763990268,0.5737226277372264
KNRCON.NS,5.178852,1.5124365,1.2106651,4.493,3.347701286198084,0.009732360097323601,0.06082725060827251,0.11678832116788321,0.0267639902676399,0.0851581508515815,0.05985401459854014
KAJARIACER.NS,36.102875,4.744545,2.7272153,20.376,4.896668211478614,0.45255474452554745,0.41362530413625304,0.36739659367396593,0.41362530413625304,0.18248175182481752,0.3659367396593674
KEI.NS,37.593803,6.906916,2.7693093,26.46,11.471669597382776,0.4720194647201946,0.5912408759124088,0.3746958637469586,0.5328467153284672,0.5523114355231143,0.5046228710462287
KSB.NS,48.53066,8.081419,4.731435,34.62,10.516785259266026,0.635036496350365,0.6666666666666666,0.5742092457420924,0.708029197080292,0.5206812652068127,0.6209245742092457
KPIL.NS,28.901646,2.911802,0.7499574,10.509,3.425754781017268,0.3284671532846715,0.24817518248175183,0.0535279805352798,0.14841849148418493,0.08759124087591241,0.1732360097323601
KPITTECH.NS,40.820732,12.304287,5.4689245,28.76,15.45970993417911,0.5279805352798054,0.8345498783454988,0.5961070559610706,0.6009732360097324,0.6885644768856448,0.6496350364963503
KAYNES.NS,114.950554,11.4823675,12.548613,88.863,44.34387316934121,0.9294403892944039,0.8077858880778589,0.9051094890510949,0.9635036496350365,0.9781021897810219,0.9167883211678832
KIRLOSBROS.NS,31.345266,7.2737393,3.0415583,21.824,5.711273132041955,0.36009732360097324,0.6253041362530414,0.40632603406326034,0.43552311435523117,0.23357664233576642,0.4121654501216545
KALYANKJIL.NS,75.762054,11.49264,2.1452026,42.4,17.536705719486108,0.8613138686131386,0.8102189781021898,0.2749391727493917,0.829683698296837,0.7761557177615572,0.7104622871046228
KIMS.NS,68.035515,12.998709,8.27532,35.793,14.766243294462903,0.8126520681265207,0.8491484184914841,0.7639902676399026,0.7372262773722628,0.6618004866180048,0.7649635036496351
KIRLOSENG.NS,20.748924,3.6002169,1.678637,12.734,5.508438180118136,0.20194647201946472,0.31873479318734793,0.18248175182481752,0.22627737226277372,0.21897810218978103,0.22968369829683696
KEC.NS,39.371788,3.5076652,0.870338,16.489,4.487630173788147,0.49878345498783455,0.30170316301703165,0.072992700729927,0.29927007299270075,0.15571776155717762,0.26569343065693435
KANSAINER.NS,16.869015,3.4303305,2.4905112,19.952,6.706745225386246,0.145985401459854,0.2944038929440389,0.3260340632603406,0.39172749391727496,0.30413625304136255,0.29245742092457416
KFINTECH.NS,55.5496,14.607597,16.687275,37.973,25.57352098242364,0.7250608272506083,0.878345498783455,0.9537712895377128,0.7737226277372263,0.9221411192214112,0.8506082725060826
LT.NS,32.25955,5.024389,1.776486,18.667,5.893270793311316,0.3771289537712895,0.43552311435523117,0.20681265206812652,0.36739659367396593,0.24817518248175183,0.32700729927007294
LATENTVIEW.NS,45.480648,5.3367906,9.550117,44.379,26.75912157996239,0.5936739659367397,0.46228710462287104,0.8491484184914841,0.8491484184914841,0.927007299270073,0.7362530413625303
LAURUSLABS.NS,154.00804,7.4511967,5.8743396,38.951,12.28282628387165,0.9562043795620438,0.635036496350365,0.6204379562043796,0.7834549878345499,0.5863746958637469,0.716301703163017
LEMONTREE.NS,60.54425,10.661525,8.772127,24.015,15.802340554151511,0.7639902676399026,0.7737226277372263,0.8029197080291971,0.48905109489051096,0.7055961070559611,0.7070559610705596
LINDEINDIA.NS,112.35893,13.777373,19.745462,66.977,37.254789268561886,0.927007299270073,0.8686131386861314,0.9610705596107056,0.9391727493917275,0.9708029197080292,0.9333333333333332
LTIM.NS,26.881458,5.755696,3.3000948,19.256,11.118942941863429,0.30170316301703165,0.49391727493917276,0.43309002433090027,0.3771289537712895,0.5401459854014599,0.4291970802919708
LICI.NS,11.628743,5.131602,0.56567025,8.745,5.314354721794499,0.058394160583941604,0.44282238442822386,0.0364963503649635,0.09975669099756691,0.2116788321167883,0.16982968369829682
LTTS.NS,34.965645,8.0491295,4.4243884,24.515,9.00036998328508,0.4257907542579075,0.6642335766423357,0.5401459854014599,0.5060827250608273,0.44525547445255476,0.516301703163017
LLOYDSME.NS,44.246967,11.203383,9.16188,29.829,23.440943993155862,0.5693430656934306,0.7980535279805353,0.8345498783454988,0.6228710462287105,0.8953771289537713,0.7440389294403893
MMTC.NS,50.539215,4.4994326,2494.355,-56.745,-2861.573299020979,0.6666666666666666,0.39902676399026765,1.0,0.009732360097323601,0.0024330900243309003,0.41557177615571783
MGL.NS,12.562772,2.3777153,1.9019475,7.718,4.618472942603915,0.072992700729927,0.17518248175182483,0.23357664233576642,0.0827250608272506,0.1630170316301703,0.14549878345498785
MAHSEAMLES.NS,11.86153,1.5755842,1.8498979,8.557,4.254825991030741,0.06569343065693431,0.072992700729927,0.22871046228710462,0.0948905109489051,0.13381995133819952,0.11922141119221412
MRF.NS,27.397253,2.7181966,1.7506981,12.658,4.881780453372489,0.30900243309002434,0.21654501216545013,0.19708029197080293,0.21897810218978103,0.18004866180048662,0.224330900243309
LODHA.NS,46.72932,6.461595,8.678395,33.255,23.49681933006729,0.6155717761557178,0.5571776155717761,0.7907542579075426,0.683698296836983,0.9002433090024331,0.7094890510948906
MAHLIFE.NS,98.12092,2.553407,12.353201,-30.076,144.8458291599131,0.9124087591240876,0.20194647201946472,0.8978102189781022,0.014598540145985401,0.9951338199513382,0.6043795620437956
M&M.NS,23.474821,4.1075163,2.0289528,13.883,6.284681353096468,0.24330900243309003,0.3722627737226277,0.26034063260340634,0.24817518248175183,0.2822384428223844,0.28126520681265205
LUPIN.NS,31.446236,5.7455134,4.090328,17.781,6.113740281355243,0.36496350364963503,0.49148418491484186,0.5109489051094891,0.3442822384428224,0.26520681265206814,0.3953771289537713
MFSL.NS,158.72617,7.782409,0.8171819,79.918,7.941662204875081,0.9586374695863747,0.6472019464720195,0.0681265206812652,0.9537712895377128,0.3722627737226277,0.6
MASTEK.NS,16.8353,2.8307517,1.948182,12.684,4.487047707970314,0.1362530413625304,0.2360097323600973,0.24574209245742093,0.22141119221411193,0.15328467153284672,0.19854014598540146
MANKIND.NS,48.309025,9.2946005,8.6874895,32.552,11.526802359713413,0.6301703163017032,0.7153284671532847,0.7931873479318735,0.6642335766423357,0.5571776155717761,0.6720194647201947
MARICO.NS,54.93106,18.879442,8.447423,42.204,16.712172956684743,0.7177615571776156,0.9343065693430657,0.7785888077858881,0.8248175182481752,0.7445255474452555,0.8
MARUTI.NS,24.814142,4.0503798,2.399227,17.277,8.190310865924019,0.26763990267639903,0.36496350364963503,0.30170316301703165,0.3260340632603406,0.38686131386861317,0.3294403892944039
MAZDOCK.NS,37.31396,14.070724,9.026157,36.288,21.30731332246682,0.46958637469586373,0.8734793187347932,0.8272506082725061,0.7469586374695864,0.8637469586374696,0.7562043795620438
MAXHEALTH.NS,109.91787,12.564055,16.906475,68.026,27.19798288456988,0.9245742092457421,0.8418491484184915,0.9562043795620438,0.9416058394160584,0.9294403892944039,0.9187347931873479
METROBRAND.NS,70.91029,14.7173605,11.890062,53.533,20.708136792624607,0.8321167883211679,0.8807785888077859,0.8880778588807786,0.9075425790754258,0.8491484184914841,0.8715328467153285
MRPL.NS,28.763325,1.9194922,0.24778827,10.03,6.038471666802615,0.3260340632603406,0.11435523114355231,0.014598540145985401,0.1411192214111922,0.26034063260340634,0.1712895377128954
MINDACORP.NS,45.239548,5.811754,2.4685988,23.776,6.80270201359135,0.5912408759124088,0.49878345498783455,0.31386861313868614,0.48175182481751827,0.30656934306569344,0.4384428223844282
MPHASIS.NS,25.774078,4.6595526,3.0373893,18.483,7.019714992477559,0.2773722627737226,0.40875912408759124,0.40389294403892945,0.36009732360097324,0.3236009732360097,0.35474452554744523
MCX.NS,49.99801,10.488735,23.663065,35.257,21.855535087720995,0.6618004866180048,0.7518248175182481,0.975669099756691,0.7177615571776156,0.8710462287104623,0.7956204379562044
MSUMI.NS,35.96504,14.2228985,2.5308616,25.108,7.535738138280235,0.44282238442822386,0.8759124087591241,0.3333333333333333,0.5182481751824818,0.35766423357664234,0.505596107055961
NBCC.NS,44.71892,9.60079,1.9645181,32.458,14.640712501071436,0.5766423357664233,0.7250608272506083,0.24817518248175183,0.6618004866180048,0.6593673965936739,0.5742092457420924
NCC.NS,16.134947,1.886956,0.57583505,7.312,4.252494340196684,0.12165450121654502,0.10948905109489052,0.038929440389294405,0.072992700729927,0.13138686131386862,0.09489051094890512
NATCOPHARM.NS,7.6507587,1.9961667,3.337805,5.572,3.278316659813361,0.0267639902676399,0.12895377128953772,0.43795620437956206,0.0413625304136253,0.07785888077858881,0.14257907542579076
METROPOLIS.NS,52.349762,6.7098236,6.0992017,33.61,7.757364353239686,0.6763990267639902,0.5742092457420924,0.6423357664233577,0.6861313868613139,0.36253041362530414,0.5883211678832116
NHPC.NS,36.104347,2.0888991,8.408769,19.44,12.947019437626082,0.45498783454987834,0.1411192214111922,0.7688564476885644,0.3844282238442822,0.6058394160583942,0.47104622871046226
NMDC.NS,8.822252,2.0151243,2.4461973,5.763,3.7860999214269353,0.0413625304136253,0.13138686131386862,0.31143552311435524,0.046228710462287104,0.11192214111922141,0.12846715328467154
NH.NS,43.47978,10.627871,6.328202,29.604,17.111406141125286,0.559610705596107,0.7664233576642335,0.656934306569343,0.6180048661800487,0.7615571776155717,0.6725060827250607
NETWEB.NS,82.63506,18.538902,8.490229,61.113,35.44070422844658,0.878345498783455,0.9318734793187348,0.781021897810219,0.927007299270073,0.9659367396593674,0.8968369829683699
NESTLEIND.NS,73.518036,55.87073,10.953804,49.445,19.611280071848043,0.8394160583941606,0.9951338199513382,0.8807785888077859,0.8807785888077859,0.829683698296837,0.8851581508515813
NTPC.NS,16.343283,2.0191891,1.8280514,10.957,7.342899570480028,0.12652068126520682,0.13381995133819952,0.22384428223844283,0.170316301703163,0.35279805352798055,0.2014598540145985
NATIONALUM.NS,6.895496,1.8498967,1.9182689,4.259,2.470333707468273,0.0170316301703163,0.10218978102189781,0.24087591240875914,0.024330900243309004,0.051094890510948905,0.08710462287104623
NLCINDIA.NS,13.890065,1.7123249,2.1769996,11.651,4.316243781562148,0.0948905109489051,0.09002433090024331,0.2798053527980535,0.1897810218978102,0.1362530413625304,0.15815085158150852
NAVINFLUOR.NS,76.33883,8.175936,8.971277,43.897,17.426369419428912,0.8637469586374696,0.6715328467153284,0.8199513381995134,0.8418491484184915,0.7688564476885644,0.7931873479318734
NEWGEN.NS,42.73528,9.923992,9.011421,35.452,17.04966703833129,0.5523114355231143,0.7372262773722628,0.8223844282238443,0.7299270072992701,0.7566909975669099,0.7197080291970803
ONGC.NS,7.288294,0.8066744,0.4716277,5.457,3.965480087539919,0.024330900243309004,0.012165450121654502,0.029197080291970802,0.038929440389294405,0.11678832116788321,0.044282238442822384
OIL.NS,7.8869047,1.1042655,1.7702653,6.693,3.309736669582101,0.029197080291970802,0.031630170316301706,0.20437956204379562,0.06569343065693431,0.0827250608272506,0.08272506082725062
NAM-INDIA.NS,27.1714,8.7807865,14.375453,20.849,17.065549505974985,0.30656934306569344,0.7007299270072993,0.9318734793187348,0.4233576642335766,0.7591240875912408,0.6243309002433091
OBEROIRLTY.NS,21.833286,3.8097436,10.359293,17.331,15.815716991860585,0.22384428223844283,0.3309002433090024,0.8686131386861314,0.3284671532846715,0.708029197080292,0.491970802919708
OLECTRA.NS,70.90286,9.527674,5.6946507,39.0,22.008412524261203,0.829683698296837,0.7201946472019465,0.6034063260340633,0.7858880778588808,0.8734793187347932,0.7625304136253042
POLICYBZR.NS,285.96957,11.142716,15.110563,-879.824,24.59170637989778,0.9829683698296837,0.7956204379562044,0.9440389294403893,0.0024330900243309003,0.9172749391727494,0.7284671532846716
OFSS.NS,28.653522,8.521544,9.646375,19.869,16.639057332740485,0.31630170316301703,0.6909975669099757,0.8540145985401459,0.38929440389294406,0.7396593673965937,0.5980535279805352
PCBL.NS,35.979645,4.1968,1.9418962,17.115,8.073118067607227,0.44768856447688565,0.3795620437956204,0.24330900243309003,0.32116788321167883,0.3795620437956204,0.3542579075425791
PTCIL.NS,384.64597,14.990835,80.00937,293.638,98.73884609128018,0.9854014598540146,0.8856447688564477,0.9902676399026764,0.9854014598540146,0.9927007299270073,0.9678832116788321
PIIND.NS,29.586382,5.2675524,6.3411846,21.688,11.201293171094893,0.3357664233576642,0.45498783454987834,0.6618004866180048,0.43309002433090027,0.5425790754257908,0.48564476885644775
PNCINFRA.NS,6.067314,1.1831661,0.8990064,5.785,2.4692590715727225,0.014598540145985401,0.038929440389294405,0.07785888077858881,0.04866180048661801,0.04866180048661801,0.045742092457420926
PATANJALI.NS,58.481354,6.1778827,2.053447,35.326,13.877334371009944,0.7493917274939172,0.5328467153284672,0.26277372262773724,0.7226277372262774,0.6423357664233577,0.5819951338199514
PAGEIND.NS,69.930084,31.670958,9.762852,48.887,17.666597967887004,0.8223844282238443,0.9708029197080292,0.8564476885644768,0.8759124087591241,0.7785888077858881,0.8608272506082726
PFIZER.NS,29.850647,4.9002576,8.218984,25.418,11.285715970033932,0.34306569343065696,0.4233576642335766,0.7615571776155717,0.5255474452554745,0.5474452554744526,0.5201946472019464
PIDILITIND.NS,75.19501,16.878426,11.4023,50.536,21.04103679300012,0.8564476885644768,0.9221411192214112,0.8856447688564477,0.8880778588807786,0.8564476885644768,0.8817518248175183
PHOENIXLTD.NS,54.343193,4.223041,14.038385,28.691,18.53128846007749,0.708029197080292,0.3819951338199513,0.9245742092457421,0.5985401459854015,0.8102189781021898,0.6846715328467152
PETRONET.NS,11.683127,2.2513163,0.812771,7.303,5.4013870516988165,0.06082725060827251,0.1630170316301703,0.06569343065693431,0.0705596107055961,0.21654501216545013,0.11532846715328468
PERSISTENT.NS,54.05664,11.604307,6.2781024,40.255,22.98055119467327,0.7031630170316302,0.8150851581508516,0.6545012165450121,0.8029197080291971,0.8832116788321168,0.7717761557177616
PPLPHARMA.NS,673.69696,3.7361567,3.2820601,23.085,5.914974793374259,0.9902676399026764,0.3284671532846715,0.4306569343065693,0.45498783454987834,0.25060827250608275,0.4909975669099757
POLYCAB.NS,41.32101,8.354797,3.6082134,27.964,14.336480825940512,0.537712895377129,0.683698296836983,0.45255474452554745,0.583941605839416,0.6520681265206812,0.5819951338199514
POLYMED.NS,64.09613,7.7429924,13.033035,46.828,18.49219327250356,0.7883211678832117,0.6447688564476886,0.9075425790754258,0.8564476885644768,0.8077858880778589,0.8009732360097324
PRAJIND.NS,34.60285,7.205361,2.76621,28.891,7.274396586189188,0.41362530413625304,0.6204379562043796,0.3722627737226277,0.6034063260340633,0.34793187347931875,0.47153284671532847
PRESTIGE.NS,79.36972,2.7845035,6.0795774,22.882,9.390396413337488,0.8710462287104623,0.23114355231143552,0.6399026763990268,0.45255474452554745,0.46472019464720193,0.5318734793187347
POWERGRID.NS,17.641056,2.9679074,6.0082235,9.967,8.766776566208163,0.15815085158150852,0.25790754257907544,0.6301703163017032,0.13381995133819952,0.4306569343065693,0.3221411192214112
QUESS.NS,26.177422,3.3417926,0.46914902,16.934,4.961654709092035,0.2871046228710462,0.2871046228710462,0.0267639902676399,0.31386861313868614,0.1873479318734793,0.2204379562043796
RRKABEL.NS,39.675884,5.1563587,1.4511689,28.3,8.591340390786073,0.5036496350364964,0.44768856447688565,0.15085158150851583,0.5888077858880778,0.4209245742092457,0.4223844282238443
PGHH.NS,63.290485,47.99767,10.515206,41.402,16.381817435228527,0.781021897810219,0.9902676399026764,0.8734793187347932,0.8126520681265207,0.7372262773722628,0.8389294403892945
RADICO.NS,102.02702,12.210264,6.7702966,52.478,16.838466960458323,0.9197080291970803,0.829683698296837,0.6958637469586375,0.8978102189781022,0.7493917274939172,0.8184914841849149
